AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
BVO,Bartlesville Municipal,36.76333333,-96.01111111
BVO,Bartlesville Municipal,36.76416667,-96.01111111
BVO,Bartlesville Municipal,36.76333333,-96.01111111
BVR,Beaver Island,45.69361111,-85.56583333
BVR,Beaver Island,45.69222222,-85.56666667
BVX,Batesville Regional,35.72611111,-91.6475
BVY,Beverly Municipal,42.58333333,-70.91555556
BVY,Beverly Municipal,42.58416667,-70.91611111
BVY,Beverly Regional,42.58416667,-70.91611111
BVY,Beverly Municipal,42.58416667,-70.91611111
BVY,Beverly Regional,42.58416667,-70.91611111
BWA,Gautam Buddha,27.50416667,83.42
BWA,Gautam Buddha,27.50555556,83.41611111
BWA,Gautam Buddha,27.50583333,83.41638889
BWA,Gautam Buddha,27.50555556,83.41611111
BWA,Gautam Buddha,27.50583333,83.41638889
BWA,Gautam Buddha,27.50472222,83.41083333
BWD,Brownwood Regional,31.79472222,-98.95666667
BWD,Brownwood Regional,31.79361111,-98.95638889
BWE,Braunschweig/Wolfsburg,52.31916667,10.55611111
BWE,Braunschweig/Wolfsburg,52.31916667,10.55444444
BWE,Braunschweig/Wolfsburg,52.31916667,10.55388889
BWE,Braunschweig/Wolfsburg,52.31916667,10.55611111
BWE,Braunschweig/Wolfsburg,52.31944444,10.55888889
BWE,Braunschweig/Wolfsburg,52.31916667,10.55444444
BWE,Braunschweig/Wolfsburg,52.31944444,10.55888889
BWG,Bowling Green-Warren County Regional,36.96222222,-86.42222222
BWG,Bowling Green-Warren County Regional,36.96444444,-86.41972222
BWH,Butterworth A/D Penang,5.46666667,100.3925
BWH,Butterworth Airport,5.46583333,100.39111111
BWH,Butterworth Airport,5.4675,100.39166667
BWH,Butterworth Airport,5.46583333,100.39111111
BWH,Butterworth Airport,5.4675,100.39166667
BAL,Friendship International,39.17555556,-76.67138889
BWI,Baltimore/Washington International,39.175,-76.67
BWI,Baltimore/Washington International Thurgood Marshall,39.17527778,-76.66833333
BWI,Baltimore/Washington International Thurgood Marshall,39.17583333,-76.66888889
BWI,Baltimore/Washington International Thurgood Marshall,39.17527778,-76.66833333
BWI,Baltimore/Washington International Thurgood Marshall,39.17583333,-76.66888889
BWJ,Bawan Airport,-6.4,146.9
BWJ,Bawan Airport,-6.39666667,146.88194444
BWM,Bowman County,46.1875,-103.42083333
BWM,Bowman Municipal,46.18694444,-103.42805556
BWN,Brunei International,4.925,114.92777778
BWN,Brunei International,4.94416667,114.92833333
BWS,Blaine Municipal,48.98972222,-122.73055556
BWS,Blaine Municipal,48.99,-122.7325
WNY,Wynyard,-40.99583333,145.72833333
BWT,Wynyard,-41.0,145.73333333
BWT,Wynyard,-40.99888889,145.73111111
BWY,RAF Bentwaters,52.125,1.43333333
BXC,Sheraton Inn Heliport,42.48472222,-71.54444444
BXD,Bade Airport,-7.16388889,139.57722222
BXD,Bade Airport,-7.17611111,139.58333333
BXD,Bade Airport,-7.17611111,139.58305556
BXD,Bade Airport,-7.17611111,139.58333333
BXE,Bakel Airport,14.84166667,-12.46777778
BXE,Bakel Airport,14.84722222,-12.46833333
BXS,Borrego Valley,33.25972222,-116.32222222
BXS,Borrego Valley,33.25916667,-116.32083333
BXU,Bancasi,8.95138889,125.48388889
BYA,Boundary Airport,64.07638889,-141.11444444
BYA,Boundary Airport,64.07833333,-141.11333333
YAC,Yacuiba Airport,-21.95972222,-63.70416667
BYC,Yacuiba Airport,-21.95583333,-63.65055556
BYC,Yacuiba Airport,-21.96083333,-63.65166667
RKH,Rock Hill/York County/Bryant Field,34.98777778,-81.05722222
BYG,Johnson County,44.38138889,-106.72111111
BYG,Johnson County,44.38111111,-106.72166667
BYG,Johnson County,44.38111111,-106.72194444
BYH,Blytheville AFB,35.96416667,-89.94583333
BYH,Arkansas International,35.96416667,-89.94583333
BYH,Arkansas International,35.96444444,-89.94388889
BYI,Burley Municipal,42.54138889,-113.77416667
BYI,Burley Municipal,42.5425,-113.77166667
BYK,Bouake Airport,7.73944444,-5.06916667
BYK,Bouake Airport,7.73888889,-5.07388889
MI5,Boyne Mountain,45.16583333,-84.92416667
BYT,Bantry Airport,51.66833333,-9.48388889
BYT,Bantry Airport,51.6775,-9.48805556
BYT,Bantry Airport,51.67722222,-9.48694444
BYT,Bantry Airport,51.67722222,-9.48722222
BYT,Bantry Airport,51.67722222,-9.48694444
BYT,Bantry Airport,51.67722222,-9.48722222
BYU,Bayreuth Airport,49.98555556,11.64
BYU,Bayreuth Airport,49.98444444,11.63861111
BYU,Bayreuth Airport,49.98472222,11.64
BYW,Blakely Island Airport,48.57916667,-122.825
BYW,Blakely Island Airport,48.57888889,-122.82638889
BZA,Bonanza Airport,13.95,-84.6
BZA,Bonanza Airport,14.03305556,-84.62444444
BZE,Philip S. W. Goldson International,17.53611111,-88.31
BZE,Philip S. W. Goldson International,17.53972222,-88.30472222
BZE,Philip S. W. Goldson International,17.54,-88.30472222
BZE,Philip S. W. Goldson International,17.53972222,-88.30472222
BZE,Philip S. W. Goldson International,17.54,-88.30472222
BZE,Philip S. W. Goldson International,17.54,-88.30444444
BZG,Szwederowo,53.09666667,17.97861111
BZG,Szwederowo,53.09666667,17.97777778
BZG,Bydgoszcz Airport,53.09666667,17.97777778
BZI,Balikesir Airport,39.61722222,27.92777778
BZI,Balikesir Airport,39.61916667,27.92583333
BZI,Balikesir Airport,39.61916667,27.92611111
BZI,Balikesir Airport,39.61916667,27.92583333
BZI,Balikesir Airport,39.61916667,27.92611111
BZI,Balikesir Airport,39.61916667,27.92583333
BZI,Balikesir Airport,39.61916667,27.92472222
BZN,Gallatin Field,45.78027778,-111.15944444
BZN,Gallatin Field,45.7775,-111.15194444
BZN,Bozeman Yellowstone International,45.7775,-111.15194444
BZN,Gallatin Field,45.7775,-111.15194444
BZN,Bozeman Yellowstone International,45.77722222,-111.15027778
BZN,Bozeman Yellowstone International,45.77722222,-111.15055556
BZN,Bozeman Yellowstone International,45.77722222,-111.15027778
BZO,Bolzano Airport,46.46027778,11.32666667
BZO,Bolzano Airport,46.46027778,11.32638889
BZO,Bolzano Airport,46.45833333,11.32583333
BZR,Vias,43.32416667,3.35444444
BZR,Vias,43.32333333,3.35472222
BZR,Beziers Vias,43.32333333,3.35472222
BZR,Vias,43.32333333,3.35472222
BZR,Beziers Vias,43.32333333,3.35472222
BZS,Buzzards Point Seaplane Base,38.86333333,-77.01333333
BZT,Eagle Air Park,28.98222222,-95.57972222
BZV,Maya Maya,-4.25194444,15.25472222
BZV,Maya Maya,-4.25166667,15.25305556
BZV,Maya Maya,-4.25055556,15.25305556
BZV,Maya Maya,-4.24916667,15.25305556
BZV,Maya Maya,-4.25166667,15.25305556
BZV,Maya Maya,-4.24916667,15.25305556
BZZ,Brize Norton Airport,51.74916667,-1.58111111
BZZ,Brize Norton Airport,51.75,-1.58361111
BZZ,Brize Norton Airport,51.75,-1.58305556
BZZ,Brize Norton Airport,51.75,-1.58361111
BZZ,Brize Norton Airport,51.75,-1.58305556
C01,Camarillo Airport,34.21388889,-119.09444444
C01,Camarillo Airport,34.21361111,-119.09444444
C01,Camarillo Airport,34.21388889,-119.09444444
C02,Bakersfield Municipal,35.32472222,-118.99583333
C02,Bakersfield Municipal,35.32472222,-118.99611111
C02,Bakersfield Municipal,35.325,-118.99611111
CA1,Koala Mine Airport,64.69,-110.62
CA2,Lake Simcoe Regional,44.48527778,-79.55555556
CA2,Lake Simcoe Regional,44.48611111,-79.55555556
CA2,Lake Simcoe Airport,44.48611111,-79.55555556
CA2,Lake Simcoe Regional,44.48611111,-79.55555556
CA2,Lake Simcoe Airport,44.48611111,-79.55555556
CA3,Thetford Mines Airport,46.05166667,-71.25722222
CA3,Thetford Mines Airport,46.05222222,-71.2575
CA3,Thetford Mines Airport,46.05166667,-71.25722222
CA3,Thetford Mines Airport,46.05222222,-71.2575
CA3,Thetford Mines Airport,46.05222222,-71.25694444
CA4,Pelee Island Airport,41.77833333,-82.67805556
CA4,Pelee Island Airport,41.7775,-82.67805556
CA4,Pelee Island Airport,41.77833333,-82.67805556
CA4,Pelee Island Airport,41.7775,-82.67805556
CA4,Pelee Island Airport,41.78055556,-82.67805556
CA5,Calgary Springbank,51.10305556,-114.37444444
CA5,Calgary Springbank,51.10527778,-114.37138889
CA5,Calgary Springbank,51.10472222,-114.37861111
CAB,Cabinda Airport,-5.58333333,12.2
CAB,Cabinda Airport,-5.59694444,12.18833333
CAB,Cabinda Airport,-5.59722222,12.18805556
CAB,Cabinda Airport,-5.59694444,12.18833333
CAB,Cabinda Airport,-5.59722222,12.18805556
CAB,Cabinda Airport,-5.59722222,12.18833333
CAC,Cascavel Airport,-25.00027778,-53.50083333
CAC,Cascavel Airport,-25.00027778,-53.50083333
CAC,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50083333
CAC,Cascavel Airport,-25.00027778,-53.50083333
CAC,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50083333
CAC,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50138889
CAC,Aeroporto Regional Do Oeste,-25.00027778,-53.50138889
CAD,Wexford County,44.27583333,-85.41916667
CAD,Wexford County,44.27527778,-85.41888889
CAE,Columbia Metropolitan,33.93638889,-81.11583333
CAE,Columbia Metropolitan,33.94055556,-81.11916667
CAE,Columbia Metropolitan,33.93888889,-81.11944444
CAF,Carauari Airport,-4.9,-66.91666667
CAF,Carauari Airport,-4.87138889,-66.8975
CAG,Cagliari/Elmas,39.24722222,9.06111111
CAG,Elmas,39.25138889,9.05416667
CAH,Quan Long,9.17555556,105.17944444
CAH,Ca Mau Airport,9.17555556,105.17944444
CAH,Ca Mau Airport,9.1775,105.17777778
CAI,Cairo International,30.1375,31.40694444
CAI,Cairo International,30.11527778,31.41388889
CAI,Cairo International,30.11666667,31.41388889
CAI,Cairo International,30.11527778,31.41388889
CAI,Cairo International,30.11666667,31.41388889
CAJ,Canaima Airport,6.25,-62.83333333
CAJ,Canaima Airport,6.23194444,-62.85472222
CAK,Akron-Canton Regional,40.91388889,-81.44166667
CAK,Akron-Canton Regional,40.915,-81.44361111
CAK,Akron-Canton Regional,40.91666667,-81.44083333
CAL,Machrihanish,55.43638889,-5.68666667
CAL,Campbeltown Airport,55.43722222,-5.68638889
CAL,Campbeltown Airport,55.4375,-5.68805556
CAL,Campbeltown Airport,55.43611111,-5.67833333
CAL,Campbeltown Airport,55.43722222,-5.68638889
CAL,Campbeltown Airport,55.43611111,-5.67833333
CAL,Campbeltown Airport,55.43638889,-5.68
CAM,Choreti,-20.01111111,-63.56111111
CAN,Baiyun International,23.18333333,113.26666667
CAN,Baiyun International,23.3925,113.29888889
CAN,Baiyun International,23.39083333,113.305
CAN,Baiyun International,23.3925,113.29888889
CAN,Baiyun International,23.39083333,113.305
CAN,Baiyun,23.39027778,113.30333333
CAN,Baiyun,23.39111111,113.29666667
CAP,Cap-Haitien International,19.73277778,-72.195
CAP,Cap-Haitien International,19.73277778,-72.19472222
CAP,Cap-Haitien International,19.72722222,-72.19944444
CAP,Cap-Haitien International,19.73277778,-72.19472222
CAP,Cap-Haitien International,19.72722222,-72.19944444
CAR,Caribou Municipal,46.87083333,-68.02083333
CAR,Caribou Municipal,46.87138889,-68.01805556
CAR,Caribou Municipal,46.87166667,-68.01805556
CAR,Caribou Municipal,46.87138889,-68.01805556
CAR,Caribou Municipal,46.87166667,-68.01805556
CAS,Anfa,33.55694444,-7.66055556
CAS,Anfa,33.5575,-7.66111111
CAT,New Bight Airport,24.31527778,-75.45222222
CAT,New Bight Airport,24.31527778,-75.4525
CAT,New Bight Airport,24.31527778,-75.45222222
CAT,New Bight Airport,24.31527778,-75.4525
CAW,Bartolomeu Lisandro,-21.69916667,-41.3025
CAW,Bartolomeu Lisandro,-21.69833333,-41.30166667
CAW,Bartolomeu Lisandro International,-21.69833333,-41.30166667
CAW,Bartolomeu Lisandro,-21.69833333,-41.30166667
CAX,Carlisle Airport,54.93666667,-2.80944444
CAX,Carlisle Airport,54.9375,-2.80916667
CAX,Carlisle Airport,54.93666667,-2.81138889
CAY,Rochambeau,4.82,-52.36333333
CAY,Rochambeau,4.82,-52.36111111
CAY,Cayenne Felix Eboue,4.82,-52.36111111
CAY,Rochambeau,4.82,-52.36111111
CAY,Cayenne Felix Eboue,4.82,-52.36111111
CAZ,Cobar Airport,-31.535,145.79333333
CAZ,Cobar Airport,-31.53833333,145.79388889
CAZ,Cobar Airport,-31.5375,145.79361111
CBA,Corner Bay Airport,57.73777778,-135.12555556
CBB,Jorge Wilstermann,-17.42833333,-66.17166667
CBB,Jorge Wilstermann,-17.42111111,-66.17722222
CBB,Jorge Wilstermann,-17.42111111,-66.17694444
CBB,Jorge Wilstermann International,-17.42111111,-66.17694444
CBB,Jorge Wilstermann International,-17.41833333,-66.17722222
CBB,Jorge Wilstermann International,-17.42027778,-66.17722222
CBB,Jorge Wilstermann,-17.42111111,-66.17722222
CBB,Jorge Wilstermann International,-17.42027778,-66.17722222
CBB,Jorge Wilstermann International,-17.42111111,-66.17722222
CBE,Cumberland Municipal,39.61444444,-78.76611111
CBE,Greater Cumberland Regional,39.61555556,-78.76083333
CBE,Greater Cumberland Regional,39.61527778,-78.76138889
CBE,Greater Cumberland Regional,39.61305556,-78.76277778
CBF,Council Bluffs Municipal,41.25888889,-95.75972222
CBF,Council Bluffs Municipal,41.26,-95.75861111
CBG,Cambridge Airport,52.20555556,0.17638889
CBG,Cambridge Airport,52.205,0.175
CBH,Bechar/Leger,31.64777778,-2.25972222
CBK,Murray,39.40388889,-101.04666667
CBL,Ciudad Bolivar Airport,8.12805556,-63.5375
CBL,Ciudad Bolivar Airport,8.12222222,-63.53694444
CBL,Ciudad Bolivar Airport,8.12222222,-63.53722222
CBM,Columbus AFB,33.64361111,-88.44388889
CBM,Columbus AFB,33.64527778,-88.44583333
CBM,Columbus AFB,33.64527778,-88.44666667
CBM,Columbus AFB,33.64555556,-88.44666667
CBO,Cotabato Airport,7.2,124.16666667
CBO,Cotabato Airport,7.16472222,124.21027778
CBQ,Calabar Airport,4.96361111,8.34277778
CBQ,Calabar Airport,4.97611111,8.34722222
CBQ,Margaret Ekpo International,4.97611111,8.34722222
CBQ,Calabar Airport,4.97611111,8.34722222
CBQ,Margaret Ekpo International,4.97611111,8.34722222
CBR,Canberra Airport,-35.30888889,149.195
CBR,Canberra Airport,-35.30694444,149.195
CBR,Canberra Airport,-35.30694444,149.19444444
CBV,Coban Airport,15.47166667,-90.40916667
CBV,Coban Airport,15.46888889,-90.40666667
CBV,Coban Airport,15.46916667,-90.40666667
CBV,Coban Airport,15.46888889,-90.40666667
CBV,Coban Airport,15.46916667,-90.40666667
CBY,Canobie Airport,-19.47861111,140.92611111
CCC,Cayo Coco Airport,22.5,-78.5
CCC,Jardines del Rey,22.46111111,-78.32861111
CCC,Jardines del Rey,22.46083333,-78.32861111
CCC,Jardines del Rey International,22.46083333,-78.32861111
CCC,Jardines del Rey,22.46111111,-78.32861111
CCC,Jardines del Rey International,22.46083333,-78.32861111
CCF,Salvaza,43.21583333,2.30694444
CCF,Salvaza,43.21611111,2.30583333
CCF,Carcassonne Salvaza,43.21611111,2.30583333
CCF,Salvaza,43.21611111,2.30583333
CCF,Carcassonne Salvaza,43.21611111,2.30583333
CCH,Chile Chico Airport,-46.56416667,-71.68833333
CCH,Chile Chico Airport,-46.58305556,-71.68666667
CCH,Chile Chico Airport,-46.58083333,-71.68916667
CCH,Chile Chico Airport,-46.58305556,-71.68611111
CCI,Concordia Airport,-27.18138889,-52.05055556
CCI,Concordia Airport,-27.18055556,-52.05277778
CCI,Olavo Cecco Rigon,-27.18055556,-52.05277778
CCI,Concordia Airport,-27.18055556,-52.05277778
CCI,Olavo Cecco Rigon,-27.18055556,-52.05277778
CCI,Olavo Cecco Rigon,-27.18055556,-52.05166667
CCJ,Calicut Airport,11.13694444,75.95111111
CCJ,Calicut Airport,11.13611111,75.95555556
CCJ,Calicut Airport,11.13777778,75.95055556
CCJ,Calicut Airport,11.13611111,75.95555556
CCJ,Calicut Airport,11.13777778,75.95055556
CCJ,Calicut International,11.13777778,75.95055556
CCJ,Calicut International,11.13611111,75.95555556
CCK,Cocos Island International,-12.18861111,96.83055556
CCK,Cocos Keeling Island,-12.18833333,96.83388889
CCK,Cocos Keeling Island,-12.18861111,96.83055556
CCK,Cocos Keeling Island,-12.18833333,96.83388889
CCK,Cocos Keeling Island,-12.18861111,96.83055556
CCK,Cocos Keeling Islands,-12.18861111,96.83055556
CCK,Cocos Keeling Islands,-12.19138889,96.83361111
CCM,Criciuma,-28.72388889,-49.42083333
CCN,Chakhcharan Airport,34.52666667,65.27166667
CCN,Chakhcharan Airport,34.52638889,65.27083333
CCN,Chakhcharan Airport,34.52638889,65.27111111
CCN,Chakhcharan Airport,34.52666667,65.27166667
CCN,Chakhcharan Airport,34.52666667,65.27138889
CCN,Chakhcharan Airport,34.52638889,65.27083333
CCN,Chakhcharan Airport,34.52666667,65.27138889
CCN,Chaghcharan,34.52666667,65.27138889
CCP,Carriel Sur International,-36.77361111,-73.06
CCP,Carriel Sur International,-36.77277778,-73.06305556
CCP,Carriel Sur International,-36.77138889,-73.06222222
CCP,Carriel Sur International,-36.77277778,-73.06305556
CCP,Carriel Sur International,-36.77138889,-73.06222222
CCR,Buchanan Field,37.98888889,-122.05555556
CCR,Buchanan Field,37.98972222,-122.05583333
CCR,Buchanan Field,37.98972222,-122.05694444
CCS,Simon Bolivar International,10.60527778,-66.98805556
CCS,Simon Bolivar International,10.60305556,-66.99055556
CCS,Simon Bolivar International,10.60305556,-66.99138889
CCS,Simon Bolivar International,10.60305556,-66.99027778
CCS,Simon Bolivar International,10.60305556,-66.99055556
CCS,Simon Bolivar International,10.60305556,-66.99027778
CCS,Simon Bolivar International,10.60305556,-66.99361111
CCU,Dum Dum,22.6525,88.44916667
CCU,Netaji Subhash Chandra Bose International,22.6525,88.44916667
CCU,Netaji Subhash Chandra Bose International,22.6525,88.44916667
CCU,Netaji Subhash Chandra Bose International,22.65583333,88.44694444
CCU,Netaji Subhash Chandra Bose International,22.65444444,88.44666667
CCU,Netaji Subhash Chandra Bose International,22.65472222,88.44666667
CCU,Netaji Subhash Chandra Bose International,22.65583333,88.44694444
CCU,Netaji Subhash Chandra Bose International,22.65472222,88.44666667
CCX,Caceres Airport,-16.05,-57.65
CCX,Caceres Airport,-16.04361111,-57.63
CCY,Charles City Municipal,43.0725,-92.61083333
CCY,Northeast Iowa Regional,43.0725,-92.61083333
CCY,Northeast Iowa Regional,43.07361111,-92.61083333
CCY,Northeast Iowa Regional,43.0725,-92.61083333
CCZ,Chub Cay Airport,25.4175,-77.88138889
CCZ,Chub Cay Airport,25.4175,-77.88138889
CCZ,Chub Cay Airport,25.41722222,-77.88083333
CDB,Cold Bay Airport,55.19972222,-162.71972222
CDB,Cold Bay Airport,55.20527778,-162.72444444
CDB,Cold Bay Airport,55.20583333,-162.72638889
CDB,Cold Bay Airport,55.20527778,-162.72444444
CDB,Cold Bay Airport,55.20583333,-162.72638889
CDB,Cold Bay Airport,55.20583333,-162.72611111
CDC,Cedar City Regional,37.7025,-113.09611111
CDC,Cedar City Regional,37.70083333,-113.09888889
CDC,Cedar City Regional,37.70194444,-113.09805556
CDF,Cortina d'Ampezzo Airport,46.575,12.11666667
CDF,Cortina d'Ampezzo Airport,46.57666667,12.11416667
CDF,Cortina d'Ampezzo Airport,46.57777778,12.11361111
CDF,Cortina d'Ampezzo Airport,46.57666667,12.11416667
CDF,Cortina d'Ampezzo Airport,46.57777778,12.11361111
CDG,Charles de Gaulle,49.00972222,2.54861111
CDG,Charles de Gaulle,49.01277778,2.55
CDG,Paris Charles de Gaulle,49.01277778,2.55
CDG,Charles de Gaulle,49.01277778,2.55
CDG,Paris Charles de Gaulle,49.01277778,2.55
CDG,Charles de Gaulle,49.00972222,2.5625
CDH,Harrell Field,33.6175,-92.76333333
CDH,Harrell Field,33.62277778,-92.76333333
CDJ,Conceicao Do Araguaia Airport,-8.23333333,-49.28333333
CDJ,Conceicao Do Araguaia Airport,-8.34777778,-49.30055556
CDJ,Conceicao Do Araguaia Airport,-8.34833333,-49.30138889
CDL,Candle 2,65.90805556,-161.93833333
CDL,Candle 2,65.90777778,-161.92638889
CDN,Woodward Field,34.26666667,-80.6
CDN,Woodward Field,34.28361111,-80.56472222
CDR,Chadron Municipal,42.835,-103.09777778
CDR,Chadron Municipal,42.8375,-103.09527778
CDV,Cordova Mile 13,60.49305556,-145.47
CDV,Mile 13 Field,60.49305556,-145.47
CDV,Merle K Mudhole Smith,60.49166667,-145.4775
CDW,Caldwell Wright,40.87555556,-74.28138889
CDW,Essex County,40.87527778,-74.28138889
CEA,Cessna Aircraft Field,37.64861111,-97.25027778
CEA,Cessna Aircraft Field,37.64861111,-97.25055556
CEB,Mactan-Cebu International,10.3075,123.97944444
CEB,Mactan-Cebu International,10.30888889,123.97833333
CEC,Jack McNamara Field,41.78,-124.23583333
CEC,Jack McNamara Field,41.78027778,-124.23666667
CED,Ceduna Airport,-32.13166667,133.70583333
CED,Ceduna Airport,-32.13055556,133.70972222
CEF,Westover AFB,42.19777778,-72.53055556
CEF,Westover ARB Metropolitan,42.19388889,-72.53472222
CEG,Hawarden,53.18,-2.97361111
CEG,Hawarden,53.17805556,-2.97777778
CEI,Chiang Rai Airport,19.88638889,99.83055556
CEI,Chiang Rai Airport,19.88555556,99.82555556
CEK,Balandino,55.30333333,61.50666667
CEK,Balandino,55.30583333,61.50361111
CEK,Chelyabinsk Airport,55.30583333,61.50361111
CEK,Balandino,55.30583333,61.50361111
CEL,Cape Eleuthera Half,24.78333333,-76.3
CEL,Cape Eleuthera Airport,24.78638889,-76.30305556
CEL,Cape Eleuthera Airport,24.78638889,-76.29916667
CEL,Cape Eleuthera Airport,24.78666667,-76.29861111
CEM,Central Airport,65.57472222,-144.78194444
CEM,Central Airport,65.57388889,-144.78083333
CEN,Ciudad Obregon International,27.3925,-109.83194444
CEN,Ciudad Obregon International,27.39277778,-109.83305556
CEO,Waco Kungo Airport,-11.425,15.10527778
CEO,Waco Kungo Airport,-11.4275,15.09861111
CEO,Waco Kungo Airport,-11.42638889,15.10138889
CEO,Waco Kungo Airport,-11.4275,15.09861111
CEO,Waco Kungo Airport,-11.42638889,15.10138889
CEP,Concepcion Airport,-16.23333333,-62.08333333
CEP,Concepcion Airport,-16.14388889,-62.02583333
CEP,Concepcion Airport,-16.14333333,-62.02611111
CEP,Concepcion Airport,-16.14388889,-62.02583333
CEP,Concepcion Airport,-16.14333333,-62.02611111
CEQ,Mandelieu,43.54722222,6.95472222
CEQ,Mandelieu,43.54638889,6.95416667
CEQ,Cannes Mandelieu,43.54638889,6.95416667
CEQ,Mandelieu,43.54638889,6.95416667
CEQ,Cannes Mandelieu,43.54638889,6.95416667
CEQ,Cannes Mandelieu,43.54666667,6.95388889
CEQ,Cannes Mandelieu,43.54777778,6.95444444
CER,Maupertus,49.65111111,-1.46527778
CER,Maupertus,49.65,-1.47027778
CER,Maupertus,49.65083333,-1.47527778
CER,Cherbourg Maupertus,49.65083333,-1.47527778
CER,Maupertus,49.65,-1.47027778
CER,Cherbourg Maupertus,49.65083333,-1.47527778
CER,Cherbourg Maupertus,49.65027778,-1.47027778
CER,Cherbourg Manche,49.65027778,-1.47027778
CET,Le Pontreau,47.08333333,-0.875
CET,Le Pontreau,47.08222222,-0.87694444
CET,Cholet Le Pontreau,47.08222222,-0.87694444
CET,Le Pontreau,47.08222222,-0.87694444
CET,Cholet Le Pontreau,47.08222222,-0.87694444
CEU,Clemson-Oconee County,34.67444444,-82.89027778
CEU,Oconee County Regional,34.67194444,-82.88694444
CEU,Oconee County Regional,34.67222222,-82.88583333
CEU,Oconee County Regional,34.67194444,-82.88694444
CEU,Oconee County Regional,34.67222222,-82.88583333
CEV,Mettel Field,39.69861111,-85.13166667
CEV,Mettel Field,39.69861111,-85.13166667
CEV,Mettel Field,39.69805556,-85.13111111
CEW,Bob Sikes,30.77972222,-86.5225
CEW,Bob Sikes,30.77888889,-86.52222222
CEX,Chena Hot Springs Airport,65.05277778,-146.045
CEX,Chena Hot Springs Airport,65.05194444,-146.0475
CEY,Kyle-Oakley Field,36.66555556,-88.37111111
CEY,Kyle-Oakley Field,36.66444444,-88.37277778
CEZ,Cortez Montezuma County,37.30277778,-108.62722222
CEZ,Cortez Municipal,37.30305556,-108.62805556
CFA,Coffee Point Airport,58.21666667,-157.5
CFB,Cabo Frio International,-22.92166667,-42.07416667
CFB,Cabo Frio Airport,-22.92194444,-42.07111111
CFB,Cabo Frio Airport,-22.92138889,-42.07166667
CFB,Cabo Frio Airport,-22.92194444,-42.07111111
CFB,Cabo Frio Airport,-22.92138889,-42.07166667
CFB,Cabo Frio International,-22.92138889,-42.07166667
CFE,Aulnat,45.78583333,3.1675
CFE,Auvergne,45.78583333,3.1675
CFE,Auvergne,45.78666667,3.17
CFE,Clermont Ferrand Auvergne,45.78666667,3.17
CFE,Auvergne,45.78666667,3.17
CFE,Clermont Ferrand Auvergne,45.78666667,3.17
CFG,Jaime Gonzalez,22.15,-80.41416667
CFG,Jaime Gonzalez,22.14972222,-80.41444444
CFG,Jaime Gonzalez International,22.14972222,-80.41444444
CFG,Jaime Gonzalez,22.15,-80.41416667
CFG,Jaime Gonzalez International,22.14972222,-80.41444444
CFQ,Silver City Airport,61.02888889,-138.4075
CFR,Carpiquet,49.17333333,-0.44805556
CFR,Carpiquet,49.17333333,-0.45
CFR,Caen Carpiquet,49.17333333,-0.45
CFR,Carpiquet,49.17333333,-0.45
CFR,Caen Carpiquet,49.17333333,-0.45
CFR,Caen Carpiquet,49.17611111,-0.45583333
CFS,Coffs Harbour Airport,-30.32166667,153.12083333
CFS,Coffs Harbour Airport,-30.32055556,153.11638889
CFS,Coffs Harbour Airport,-30.33138889,153.11361111
CFT,Greenlee County,32.95722222,-109.205
CFT,Greenlee County,32.95694444,-109.21111111
CFU,Kerkira,39.60138889,19.91027778
CFU,Ioannis Kapodistrias International,39.60194444,19.91166667
CFU,Ioannis Kapodistrias International,39.60194444,19.91222222
CFU,Ioannis Kapodistrias International,39.60194444,19.91166667
CFU,Ioannis Kapodistrias International,39.60194444,19.91222222
CFV,Coffeyville Municipal,37.09388889,-95.57166667
CFV,Coffeyville Municipal,37.09416667,-95.57194444
CFV,Coffeyville Municipal,37.09527778,-95.57444444
CFV,Coffeyville Municipal,37.09388889,-95.57194444
CFV,Coffeyville Municipal,37.09416667,-95.57194444
CFV,Coffeyville Municipal,37.09388889,-95.57194444
CGA,Craig Seaplane Base,55.47916667,-133.14611111
CGB,Marechal Rondon International,-15.65,-56.11666667
CGB,Marechal Rondon International,-15.65305556,-56.11666667
CGB,Marechal Rondon International,-15.65277778,-56.11666667
CGB,Marechal Rondon International,-15.65305556,-56.11666667
CGC,Cape Gloucester Airport,-5.45916667,148.4325
CGC,Cape Gloucester Airport,-5.45277778,148.42361111
CGE,Cambridge-Dorchester,38.53944444,-76.02777778
CGE,Cambridge-Dorchester,38.53944444,-76.03027778
CGE,Cambridge Dorchester Regional,38.53944444,-76.03027778
CGE,Cambridge Dorchester,38.53944444,-76.03027778
CGE,Cambridge Dorchester Regional,38.53944444,-76.03027778
CGF,Cuyahoga County,41.56527778,-81.48666667
CGF,Cuyahoga County,41.565,-81.48638889
CGF,Cuyahoga County,41.56444444,-81.48722222
CGH,Congonhas,-23.625,-46.66
CGH,Congonhas,-23.62666667,-46.65527778
CGH,Congonhas Deputado Freitas Nobre,-23.62666667,-46.65527778
CGI,Cape Girardeau Regional,37.22361111,-89.57166667
CGI,Cape Girardeau Regional,37.22527778,-89.57083333
CGI,Cape Girardeau Regional,37.225,-89.57083333
