id,code,dispName,lat,long
11128,CQL,Glen-Aspen,39.38888889,-107.16
11130,HCW,Cheraw Municipal/Lynch Bellinger Field,34.71277778,-79.95694444
11135,CRE,Grand Strand,33.81166667,-78.72388889
11136,CRG,Jacksonville Executive at Craig,30.33638889,-81.51444444
11140,CRP,Corpus Christi International,27.76111111,-97.49611111
11143,CRS,C David Campbell Field-Corsicana Municipal,32.02805556,-96.40055556
11146,CRW,West Virginia International Yeager,38.37611111,-81.59277778
11147,CRX,Roscoe Turner,34.915,-88.60361111
11149,CSE,Crested Butte Airpark,38.85194444,-106.93277778
11150,CSG,Columbus Airport,32.51388889,-84.94111111
11152,CSM,Clinton Sherman,35.33888889,-99.19972222
11153,CSN,Carson City Airport,39.19222222,-119.7325
11154,CSP,Cape Spencer C.G. Helipad,58.19916667,-136.64
11158,CSU,Cape Sabine Airport,69.02694444,-163.85416667
11159,CSV,Crossville Memorial-Whitson Field,35.95138889,-85.085
11162,CTB,Cut Bank International,48.60888889,-112.37833333
11165,CTH,Chester County G. O. Carlson,39.97888889,-75.86555556
11169,CTO,Calverton Executive Airpark,40.91472222,-72.78027778
11173,CTW,Cottonwood Airport,34.73,-112.035
11174,CTX,Cortland County Chase Field,42.59277778,-76.215
11175,CTY,Cross City Airport,29.63555556,-83.10472222
11176,CUB,Jim Hamilton L. B. Owens,33.97055556,-80.99527778
11188,CUW,Cube Cove Airport,57.94166667,-134.75
11191,CVA,Civic Arena H/P,40.48333333,-80.21666667
11193,CVG,Cincinnati/Northern Kentucky International,39.04888889,-84.66777778
11197,CVN,Clovis Regional,34.42666667,-103.07861111
11198,CVO,Corvallis Municipal,44.49694444,-123.28944444
11200,CVS,Cannon AFB,34.38055556,-103.32722222
11202,CVX,Charlevoix Municipal,45.30472222,-85.27527778
11203,CWA,Central Wisconsin,44.78,-89.67527778
11207,CWI,Clinton Municipal,41.83083333,-90.32888889
11209,CWS,Center Island Airport,48.49,-122.83222222
11213,CXC,Chitina Airport,61.58333333,-144.42972222
11214,CXF,Coldfoot Airport,67.25222222,-150.20388889
11218,CXL,Calexico International,32.6675,-115.5175
11219,CXO,Conroe North Houston Regional,30.35333333,-95.415
11227,CYF,Chefornak Airport,60.13694444,-164.27916667
11230,CYM,Chatham Airport,57.51527778,-134.94444444
11233,CYS,Cheyenne Regional/Jerry Olson Field,41.15666667,-104.82027778
11234,CYT,Yakataga,60.08083333,-142.49555556
11238,CZC,Copper Center 2,61.94111111,-145.29416667
11241,CZF,Cape Romanzof LRRS,61.78111111,-166.03944444
11245,CZN,Chisana Airport,62.07166667,-142.04944444
11246,CZO,Chistochina Airport,62.56222222,-144.6725
11247,CZP,Cape Pole Airport,55.965,-133.79333333
11252,DAB,Daytona Beach International,29.18,-81.05805556
11257,DAG,Barstow/Daggett,34.85138889,-116.79361111
11259,DAL,Dallas Love Field,32.84611111,-96.85083333
11261,DAN,Danville Regional,36.57722222,-79.33638889
11267,DAY,James M Cox/Dayton International,39.90194444,-84.21805556
11272,DBN,W H Bud Barron,32.56472222,-82.985
11274,DBQ,Dubuque Regional,42.40194444,-90.70944444
11278,DCA,Ronald Reagan Washington National,38.85138889,-77.03777778
11280,DCK,Dahl Creek Airport,66.9425,-156.89138889
11282,DCU,Pryor Field Regional,34.65416667,-86.94527778
11283,DDC,Dodge City Regional,37.76305556,-99.96555556
11284,DDP,Dorado Airport,18.46388889,-66.29333333
11288,DEC,Decatur Airport,39.83444444,-88.86555556
11289,DEH,Decorah Municipal,43.27555556,-91.73944444
11292,DEN,Denver International,39.86111111,-104.67194444
11295,DET,Coleman A. Young Municipal,42.40944444,-83.01027778
11297,DFI,Defiance Memorial,41.3375,-84.42888889
11298,DFW,Dallas/Fort Worth International,32.89722222,-97.03777778
11299,DGB,Danger Bay Airport,58.13333333,-152.55
11303,DGW,Converse County,42.79722222,-105.38583333
11308,DHN,Dothan Regional,31.32111111,-85.44944444
11309,DHT,Dalhart Municipal,36.0225,-102.5475
11315,DIK,Dickinson - Theodore Roosevelt Regional,46.80055556,-102.80444444
11317,DIO,Diomede Heliport,65.75861111,-168.95305556
11327,DJN,Delta Junction Airport,64.05,-145.7225
11331,DKK,Chautauqua County/Dunkirk,42.49388889,-79.27111111
11335,DLF,Laughlin AFB,29.35944444,-100.77805556
11336,DLG,Dillingham Airport,59.04472222,-158.50555556
11337,DLH,Duluth International,46.84138889,-92.18305556
11339,DLL,Dillon County,34.44916667,-79.36861111
11341,DLO,Dolomi Airport,55.12222222,-132.05
11342,DLS,Columbia Gorge Regional/The Dalles Municipal,45.61944444,-121.16833333
11344,DMA,Davis Monthan AFB,32.16638889,-110.88305556
11348,DMN,Deming Municipal,32.2625,-107.71888889
11349,DMO,Sedalia Regional,38.7075,-93.17583333
11353,DNC,Duncan Canal Airport,56.75694444,-133.22166667
11355,DNE,Dallas North,33.07888889,-96.73833333
11358,DNL,Daniel Field,33.46666667,-82.03944444
11359,DNN,Dalton Municipal,34.72305556,-84.87027778
11363,DNV,Vermilion Regional,40.19972222,-87.59527778
11367,DOF,Dora Bay Airport,55.23333333,-132.21666667
11375,DOV,Dover AFB,39.12944444,-75.46583333
11376,DPA,Du Page County,41.91555556,-88.24666667
11377,DPG,Michael AAF,40.1975,-112.935
11381,AA8,Badami,70.1375,-147.03055556
11383,DQC,Sebastian Municipal,27.81333333,-80.49555556
11384,DQD,Allen H Tigert,42.64861111,-111.58194444
11385,DQE,Holtville Airport,32.845,-115.26861111
11387,M91,Springfield Robertson County,36.53666667,-86.92111111
11388,DQH,Alpine Airstrip,70.34416667,-150.94472222
11389,DQI,Colusa County,39.17888889,-121.99333333
11390,DQJ,Dunn County Weydahl Field,47.39138889,-102.77194444
11391,DQK,Wheeler-Sack AAF,44.05555556,-75.71972222
11392,DQL,Lake Hood,61.18666667,-149.96527778
11394,DQN,New Smyrna Beach Municipal Jack Bolt Field,29.05555556,-80.94888889
11395,DQO,Delhi Municipal,32.41083333,-91.49861111
11396,DQP,Marshall Field,38.23638889,-89.35861111
11397,DQQ,Cozad Municipal,40.86972222,-100.00416667
11398,DQR,Grand Canyon West,35.98611111,-113.81694444
11399,DQS,Grand Canyon Bar Ten Airstrip,36.25638889,-113.23083333
11401,DQU,Neets Bay,55.77888889,-131.60138889
11402,DQV,Glacier Point,59.1025,-135.38222222
11403,DQW,Hualapai,35.57222222,-113.2925
11404,DQX,Tsui River Airport,60.07472222,-143.08666667
11405,DQY,Cape Canaveral Sfs Skid Strip,28.4675,-80.56666667
11406,DQZ,Platinum Mine,58.91166667,-161.71388889
11407,DRA,Desert Rock,36.62,-116.03222222
11409,DRE,Drummond Island Airport,46.01,-83.74
11410,DRF,Drift River Airport,60.58888889,-152.16194444
11411,DRG,Deering Airport,66.06916667,-162.76694444
11413,DRO,Durango La Plata County,37.15166667,-107.75388889
11415,DRT,Del Rio International,29.37416667,-100.92722222
11416,DRU,Drummond Airport,46.62083333,-113.205
11421,DSI,Destin Executive,30.4,-86.47138889
11423,DSM,Des Moines International,41.53388889,-93.66305556
11424,DTA,Delta Municipal,39.38277778,-112.50222222
11425,DTH,Furnace Creek,36.46055556,-116.87972222
11427,DTL,Detroit Lakes-Wething Field,46.82305556,-95.88277778
11429,DTN,Shreveport Downtown,32.54083333,-93.74388889
11430,DTO,Denton Enterprise,33.20194444,-97.19916667
11431,DTR,Decatur,48.51,-122.80305556
11432,DTT,Detroit Metropolitan Area,42.31277778,-83.17861111
11433,DTW,Detroit Metro Wayne County,42.2125,-83.35333333
11434,DUA,Eaker Field,33.93333333,-96.4
11436,DUC,Halliburton Field,34.47083333,-97.95972222
11439,DUF,Pine Island,36.25361111,-75.78861111
11440,DUG,Bisbee Douglas International,31.46888889,-109.60388889
11441,DUJ,DuBois Regional,41.17833333,-78.89861111
11445,DUT,Unalaska Airport,53.89888889,-166.545
11447,DVL,Devils Lake Regional,48.11666667,-98.91
11448,DVN,Davenport Municipal,41.61027778,-90.58833333
11450,DVT,Phoenix - Deer Valley,33.68833333,-112.0825
11452,DWA,Yolo County,38.57944444,-121.85694444
11453,DWH,David Wayne Hooks Memorial,30.06083333,-95.5525
11454,DWS,Walt Disney World,28.38361111,-81.55
11456,DXR,Danbury Municipal,41.37166667,-73.48222222
11459,DYS,Dyess AFB,32.42055556,-99.85472222
11463,EAA,Eagle Airport,64.77805556,-141.14972222
11464,EAG,Eagle Creek Strip,67.56222222,-162.97527778
11467,EAN,Phifer Airfield,42.05555556,-104.92833333
11468,EAR,Kearney Regional,40.73166667,-99.00805556
11470,EAT,Pangborn Memorial,47.39888889,-120.20694444
11471,EAU,Chippewa Valley Regional,44.86583333,-91.48416667
11478,ECA,Iosco County,44.31277778,-83.42222222
11479,ECG,Elizabeth City CGAS/Regional,36.26083333,-76.17194444
11481,ECP,Northwest Florida Beaches International,30.35833333,-85.79555556
11482,ECS,Mondell Field,43.88416667,-104.31444444
11483,ECU,Edwards County,29.94694444,-100.17388889
11484,EDA,Edna Bay Airport,55.93638889,-133.65555556
11486,EDE,Northeastern Regional,36.02861111,-76.56972222
11487,EDF,Elmendorf AFB,61.25138889,-149.80638889
11490,EDW,Edwards AFB,34.90805556,-117.88555556
11491,EED,Needles Airport,34.76638889,-114.62333333
11492,EEK,Eek Airport,60.21361111,-162.04388889
11493,EEN,Dillant Hopkins,42.89833333,-72.27083333
11494,EFB,Eight Fathom Bight Airport,58.0,-135.73333333
11495,EFD,Ellington,29.60805556,-95.15805556
11496,EFK,Northeast Kingdom International,44.88805556,-72.22861111
11501,EGA,Chenega Airport,60.28333333,-148.08333333
11503,EGE,Eagle County Regional,39.64277778,-106.91583333
11504,EGI,Duke Field,30.64861111,-86.52194444
11506,EGP,Eagle Pass Municipal,28.70222222,-100.48055556
11508,EGT,Wellington Municipal,37.325,-97.38833333
11510,EGV,Eagle River Union,45.93222222,-89.26833333
11511,EGX,Egegik Airport,58.18444444,-157.37472222
11512,EHM,Cape Newenham LRRS,58.64805556,-162.06305556
11513,EHR,Eagle Harbor Airport,57.41666667,-152.71666667
11514,EHT,Rentschler Heliport,41.75333333,-72.62833333
11517,EIL,Eielson AFB,64.66555556,-147.10138889
11522,EKA,Murray Field,40.80333333,-124.11277778
11523,EKI,Elkhart Municipal,41.71916667,-86.00305556
11524,EKN,Elkins Randolph County,38.88944444,-79.85722222
11525,EKO,Elko Regional,40.825,-115.79138889
11526,EKX,Addington Field,37.68611111,-85.925
11527,EKY,Bessemer Ntl,33.3125,-86.92638889
11528,ELA,Eagle Lake Airport,29.6,-96.32194444
11531,ELD,South Arkansas Regional at Goodwin Field,33.22111111,-92.81166667
11535,ELI,Elim Airport,64.615,-162.27055556
11537,ELM,Elmira/Corning Regional,42.15777778,-76.89638889
11538,ELN,Bowers Field,47.03472222,-120.52888889
11540,ELP,El Paso International,31.80666667,-106.37333333
11545,ELV,Elfin Cove Seaplane Base,58.2,-136.31666667
11546,ELW,Ellamar Seaplane Base,60.89333333,-146.70833333
11547,ELY,Ely Airport/Yelland Field,39.29972222,-114.84194444
11550,EMK,Emmonak Airport,62.78611111,-164.49083333
11551,EMM,Kemmerer Municipal,41.82416667,-110.55694444
11553,EMP,Emporia Municipal,38.33055556,-96.19
11554,EMT,San Gabriel Valley,34.08611111,-118.03472222
11555,ENA,Kenai Municipal,60.57222222,-151.24722222
11557,END,Vance AFB,36.33972222,-97.91722222
11558,ENL,Centralia Municipal,38.515,-89.09111111
11559,ENN,Nenana Municipal,64.54722222,-149.07388889
11563,ENV,Wendover Airport,40.71861111,-114.02861111
11564,ENW,Kenosha Regional,42.59555556,-87.92638889
11566,EOK,Keokuk Municipal,40.46,-91.42861111
11567,EPH,Ephrata Municipal,47.30805556,-119.51694444
11577,ERI,Erie International/Tom Ridge Field,42.07916667,-80.18
11582,ERV,Kerrville Municipal/Louis Schreiner Field,29.97666667,-99.08555556
11587,ESC,Delta County,45.72277778,-87.09361111
11588,ESD,Orcas Island,48.70833333,-122.91055556
11590,ESF,Esler Regional,31.395,-92.29583333
11592,ESN,Easton/Newnam Field,38.80416667,-76.06888889
11593,ESP,Stroudsburg Pocono,41.03583333,-75.16055556
11597,ETN,Eastland Municipal,32.415,-98.80972222
11598,ETS,Enterprise Municipal,31.29972222,-85.89972222
11601,EUE,Eureka Airport,39.60361111,-116.00361111
11602,EUF,Weedon Field,31.95138889,-85.12888889
11603,EUG,Mahlon Sweet Field,44.12472222,-123.21083333
11606,EVC,Eva Creek Airport,64.04222222,-148.86277778
11609,EVM,Eveleth Virginia Municipal,47.42416667,-92.49666667
11612,EVV,Evansville Regional,38.04,-87.52972222
11613,EVW,Evanston-Uinta County Burns Field,41.27472222,-111.03472222
11615,EWB,New Bedford Regional,41.67666667,-70.95777778
11616,EWK,Newton City County,38.06083333,-97.27638889
11617,EWN,Coastal Carolina Regional,35.07361111,-77.0425
11618,EWR,Newark Liberty International,40.69361111,-74.16861111
11619,EXI,Excursion Inlet Seaplane Base,58.42083333,-135.44722222
11624,EYW,Key West International,24.55611111,-81.76
11627,RBK,French Valley,33.57416666,-117.12833333
11630,FAI,Fairbanks International,64.81527778,-147.85361111
11631,FAJ,Diego Jimenez Torres,18.30888889,-65.66166667
11632,FAK,False Island Airport,57.51666667,-135.21666667
11633,FAL,Falcon State Park,26.58333333,-99.13333333
11634,FAM,Farmington Regional,37.76083333,-90.42861111
11637,FAR,Hector International,46.91916667,-96.81583333
11638,FAT,Fresno Yosemite International,36.77666667,-119.71888889
11639,FAU,Fairmount Island Airport,60.89611111,-147.44666667
11641,FAY,Fayetteville Regional/Grannis Field,34.98777778,-78.88444444
11642,FBG,Simmons AAF,35.13194444,-78.93611111
11643,FBK,Ladd AAF,64.83666667,-147.61638889
11645,FBR,Fort Bridger Airport,41.39333333,-110.40583333
11646,FBS,Friday Harbor Seaplane Base,48.5375,-123.00833333
11648,FCA,Glacier Park International,48.31388889,-114.25222222
11649,FCH,Fresno Chandler Executive,36.73222222,-119.82027778
11650,FCM,Flying Cloud,44.82722222,-93.45805556
11652,FCS,Butts AHP,38.695,-104.75638889
11656,FDK,Frederick Municipal,39.41694444,-77.37472222
11657,FDR,Frederick Regional,34.35222222,-98.98388889
11659,FDY,Findlay Airport,41.01194444,-83.66861111
11662,FEP,Albertus,42.24611111,-89.58194444
11663,FET,Fremont Municipal,41.45,-96.52111111
11664,FEW,Francis E. Warren AFB Heliport,41.14166667,-104.87138889
11667,FFM,Fergus Falls Municipal-Einar Mickelson Field,46.28444444,-96.1575
11668,FFO,Wright-Patterson AFB,39.82611111,-84.04833333
11669,FFT,Capital City,38.18166667,-84.90666667
11673,FHU,Sierra Vista Municipal-Libby AAF,31.58833333,-110.34444444
11674,FIC,Fire Cove Airport,55.77777778,-131.5375
11675,FID,Elizabeth Field,41.25222222,-72.03166667
11677,FIL,Fillmore Municipal,38.95805556,-112.36305556
11684,FKL,Venango Regional,41.3775,-79.86055556
11686,FL1,Zephyrhills Municipal,28.22666667,-82.15555556
11687,FL2,Valkaria Airport,27.96083333,-80.55833333
11688,FL3,Vosikas,30.78,-85.59805556
11689,FL4,Flagler Executive,29.46527778,-81.20777778
11690,FL5,Williston Regional,29.35472222,-82.47055556
11693,FLD,Fond Du Lac County,43.77111111,-88.48833333
11695,FLG,Flagstaff Pulliam,35.14027778,-111.66916667
11696,FLJ,Falls Bay Airport,60.51666667,-148.0
11697,FLL,Fort Lauderdale-Hollywood International,26.07138889,-80.14944444
11699,FLO,Florence Regional,34.18611111,-79.72444444
11702,FLT,Flat Airport,62.45277778,-157.98666667
11703,FLU,Flushing,40.77916667,-73.83277778
11704,FLV,Sherman AAF,39.36833333,-94.91472222
11706,FLX,Fallon Municipal,39.49916667,-118.74888889
11708,FMC,Five Mile Camp Airport,65.92694444,-149.84
11709,FMH,Cape Cod CGAS,41.65916667,-70.52277778
11711,FMN,Four Corners Regional,36.74138889,-108.23111111
11713,FMS,Fort Madison Municipal,40.65916667,-91.32777778
11714,FMY,Page Field,26.58666667,-81.86333333
11719,FNL,Northern Colorado Regional,40.45194444,-105.01138889
11720,FNR,Funter Bay,58.25,-134.9
11721,FNT,Bishop International,42.96555556,-83.74472222
11723,FOB,Fort Bragg Airport,39.47444444,-123.79555556
11725,FOD,Fort Dodge Regional,42.5525,-94.19138889
11726,FOE,Topeka Regional,38.95083333,-95.66361111
11728,FOK,Francis S. Gabreski,40.84361111,-72.63194444
11732,FPR,Treasure Coast International,27.49777778,-80.37361111
11733,FPY,Perry-Foley,30.07083333,-83.58166667
11734,FQA,Patching Lake Airport,55.60611111,-131.48333333
11735,FQB,San Nicolas Island NOLF,33.23972222,-119.45833333
11736,FQC,Lilly Lake,57.80555556,-152.38055556
11737,FQD,Trident Volcano,58.235,-155.10361111
11738,FQE,Annex Creek Airport,58.31333333,-134.10416667
11739,FQF,Davidson Creek Airport,58.35277778,-133.99138889
11740,FQG,Snettisham Airport,58.13444444,-133.72944444
11741,FQH,Fire Island Airport,61.16833333,-150.16055556
11742,FQI,Georgetown Scott County Regional,38.23444444,-84.43472222
11743,FQJ,Greens Creek Airport,58.09861111,-134.76
11744,FQK,Gull Cove Airport,58.21472222,-136.15638889
11745,FQL,Flora Municipal,38.665,-88.45305556
11747,FQN,Karta Lake Airport,55.56222222,-132.63055556
11748,FQO,Manzanita Lake Airport,55.56666667,-131.05638889
11749,FQP,Shrimp Bay Airport,55.83444444,-131.48472222
11750,FQQ,Dry Bay Airport,59.14666667,-138.56361111
11751,FQR,Josephine Lake Airport,55.24361111,-132.57333333
11754,FQU,Libby Airport,48.28388889,-115.49027778
11755,FQV,Volcano Bay Airport,53.81444444,-167.11944444
11756,FQW,Fort Glenn Airport,53.36666667,-167.88333333
11757,FQX,Babe Islands Airport,55.21027778,-132.13194444
11758,FQY,Kahli Cove Airport,55.92638889,-133.25277778
11762,FRD,Friday Harbor Airport,48.52194444,-123.02444444
11764,FRG,Republic,40.72972222,-73.41444444
11766,FRM,Fairmont Municipal,43.64388889,-94.41555556
11768,FRP,Fresh Water Bay Airport,57.85,-134.98333333
11769,FRR,Front Royal-Warren County,38.9175,-78.25333333
11773,FRY,Eastern Slopes Regional,43.99111111,-70.94777778
11775,FSD,Joe Foss Field,43.58083333,-96.74166667
11776,FSI,Henry Post AAF,34.64972222,-98.40222222
11777,FSK,Fort Scott Municipal,37.79833333,-94.76944444
11778,FSM,Fort Smith Regional,35.33527778,-94.36777778
11780,FST,Fort Stockton Pecos County,30.91527778,-102.91277778
11782,FTC,Fort Collins Airpark,40.58722222,-105.04027778
11784,FTG,Colorado Air and Space Port,39.78416667,-104.5375
11785,FTK,Godman AAF,37.90722222,-85.97166667
11786,FTL,Fortuna Ledge Airport,61.86833333,-162.06805556
11789,FTW,Fort Worth Meacham International,32.81972222,-97.36305556
11790,FTY,Fulton County Exec Charlie Brown Field,33.77916667,-84.5275
11794,FUL,Fullerton Municipal,33.87194444,-117.97972222
11797,FVA,Osprey Lodge Airport,61.11638889,-155.31138889
11800,FVD,Sonora Municipal,30.58555556,-100.64861111
11801,FVE,Fallbrook Community Airpark,33.35472222,-117.25027778
11803,FVG,Wickenburg Municipal,33.97055556,-112.795
11804,FVH,Othello Municipal,46.79416667,-119.08
11805,FVI,Byerley,32.82583333,-91.18777778
11810,FVN,Big Sky Field,48.15361111,-104.50416667
11811,FVO,Aurora State,45.24722222,-122.77
11812,FVP,Gansner Field,39.94388889,-120.94527778
11813,FVQ,Donlin Creek Mine Airport,62.07194444,-158.20416667
11814,FVR,Three Forks Airport,45.87861111,-111.56916667
11815,FVS,Rexburg-Madison County,43.83388889,-111.805
11818,FVV,Kern Valley,35.72833333,-118.41972222
11819,FVW,Golden Creek Mine Airport,65.28333333,-153.0
11820,FVX,Grace Harbor Airport,54.91666667,-132.91666667
11821,FVY,Unuk River Airport,56.08333333,-131.96666667
11822,FVZ,Inigok,70.00388889,-153.0775
11823,FWA,Fort Wayne International,40.97833333,-85.19527778
11824,FWH,Fort Worth NAS JRB/Carswell Field,32.76916667,-97.44166667
11825,FWL,Farewell Airport,62.50916667,-153.89055556
11826,FWS,Fort Worth Spinks,32.565,-97.30833333
11827,FXE,Fort Lauderdale Executive,26.19833333,-80.17305556
11828,A35,Bullen Point AFS,70.17111111,-146.84416667
11830,FXR,Frankfort Clinton County Regional,40.27333333,-86.56222222
11831,FXY,Forest City Municipal Trimble Field,43.23472222,-93.62416667
11833,FYU,Fort Yukon Airport,66.5725,-145.24638889
11834,FYV,Drake Field,36.005,-94.17
11836,GA1,Barwick Lafayette,34.68805556,-85.29055556
11837,GA2,West Georgia Regional - O V Gray Field,33.63166667,-85.15222222
11838,GA3,Newnan Coweta County,33.31166667,-84.76972222
11840,GAD,Northeast Alabama Regional,33.97027778,-86.09138889
11842,GAI,Montgomery County Airpark,39.16833333,-77.16611111
11844,GAL,Edward G. Pitka Sr.,64.73611111,-156.93444444
11845,GAM,Gambell Airport,63.76666667,-171.73277778
11855,GBA,Goose Bay AAF,61.395,-149.84166667
11856,GBD,Great Bend Municipal,38.34416667,-98.85916667
11858,GBG,Harrel W Timmons Galesburg Regional,40.93805556,-90.43111111
11859,GBH,Galbraith Lake Airport,68.47972222,-149.49
11862,GBR,Walter J. Koladza,42.18416667,-73.40333333
11865,GCC,Northeast Wyoming Regional,44.34722222,-105.54138889
11867,GCK,Garden City Regional,37.9225,-100.72305556
11869,GCN,Grand Canyon National Park,35.95222222,-112.14694444
11870,GCY,Municipal,36.19138889,-82.81666667
11871,GDC,Donaldson Field,34.75833333,-82.37638889
11873,GDH,Golden Horn Lodge Seaplane Base,59.74694444,-158.87472222
11875,GDM,Gardner Municipal,42.55,-72.01611111
11879,GDV,Dawson Community,47.13861111,-104.80722222
11880,GDW,Gladwin Zettel Memorial,43.97055556,-84.475
11883,GED,Delaware Coastal,38.6875,-75.35944444
11884,GEG,Spokane International,47.61916667,-117.53527778
11885,GEK,Ganes Creek Airport,62.97555556,-156.51333333
11893,GEY,South Big Horn County,44.51805556,-108.08305556
11894,GEZ,Shelbyville Municipal,39.58305556,-85.80472222
11895,GFA,Malmstrom AFB Heliport,47.50583333,-111.18472222
11896,GFB,Togiak Fish Airport,59.05,-160.28333333
11898,GFK,Grand Forks International,47.94638889,-97.17305556
11899,GFL,Floyd Bennett Memorial,43.34111111,-73.61027778
11904,GGE,Georgetown County,33.31138889,-79.32027778
11905,GGG,East Texas Regional,32.38972222,-94.71666667
11908,GGW,Wokal Field Glasgow Valley County,48.21277778,-106.61638889
11921,GJT,Grand Junction Regional,39.11861111,-108.51444444
11924,GKN,Gulkana Airport,62.155,-145.45444444
11929,GLD,Renner Field Goodland Municipal,39.37083333,-101.69861111
11931,GLH,Greenville Mid Delta,33.48527778,-90.98472222
11937,GLQ,Glennallen Airport,62.11861111,-145.55
11938,GLR,Gaylord Regional,45.01444444,-84.70222222
11939,GLS,Scholes International at Galveston,29.26277778,-94.85916667
11941,GLV,Golovin Airport,64.55055556,-163.00722222
11942,GLW,Glasgow Municipal,37.03166667,-85.95388889
11946,GMT,Granite Mountain AS,65.40222222,-161.28138889
11947,GMU,Greenville Downtown,34.84777778,-82.34833333
11952,GNU,Goodnews,59.11777778,-161.57361111
11953,GNV,Gainesville Regional,29.69083333,-82.27277778
11959,GOL,Gold Beach Municipal,42.41527778,-124.425
11961,GON,Groton-New London,41.3275,-72.04583333
11971,GPM,Grand Prairie Municipal,32.69888889,-97.04694444
11973,GPT,Gulfport-Biloxi International,30.40111111,-89.06611111
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,47.20916667,-93.51
11975,GQQ,Horning,40.73611111,-82.75277778
11977,GRB,Green Bay Austin Straubel International,44.48472222,-88.12972222
11978,GRD,Greenwood County,34.25027778,-82.15777778
11979,GRF,Gray AAF,47.07916667,-122.58083333
11980,GRI,Central Nebraska Regional,40.98055556,-98.31472222
11982,GRK,Robert Gray AAF,31.06722222,-97.82888889
11986,GRR,Gerald R. Ford International,42.88194444,-85.52388889
11992,GSB,Seymour Johnson AFB,35.33944444,-77.96055556
11994,GSH,Goshen Municipal,41.52611111,-85.79416667
11995,GSO,Piedmont Triad International,36.10138889,-79.94111111
11996,GSP,Greenville-Spartanburg International,34.89555556,-82.21888889
11997,GST,Gustavus Airport,58.42527778,-135.7075
11999,GSW,Greater Southwest International,32.8275,-97.04527778
12003,GTF,Great Falls International,47.47666667,-111.37305556
12007,GTR,Golden Triangle Regional,33.44833333,-88.59138889
12008,GTU,Georgetown Exec,30.67888889,-97.67944444
12012,GUC,Gunnison-Crested Butte Regional,38.53611111,-106.92944444
12016,GUM,Guam International,13.48388889,144.79722222
12018,GUP,Gallup Municipal,35.51111111,-108.78944444
12021,GUS,Grissom ARB,40.64805556,-86.15222222
12024,GUY,Guymon Municipal,36.68416667,-101.50694444
12027,GVE,Gordonsville Municipal,38.15611111,-78.16583333
12028,GVL,Lee Gilmer Memorial,34.2725,-83.83027778
12029,GVQ,Genesee County,43.03166667,-78.16972222
12031,GVT,Majors,33.06777778,-96.06527778
12032,GVW,Richards/Gebaur AFB,38.85083333,-94.55833333
12039,GWO,Greenwood/Leflore,33.49333333,-90.08666667
12040,GWR,Gwinner-Roger Melroe Field,46.21833333,-97.64333333
12041,GWS,Kgws Sumers Airpark,39.50611111,-107.30916667
12054,GYR,Phoenix Goodyear,33.42333333,-112.37527778
12055,GYY,Gary/Chicago International,41.61805556,-87.41527778
12058,HAB,Marion County,34.12916667,-87.99444444
12061,HAE,Havasupai Airport,36.21666667,-112.66666667
12062,HAF,Half Moon Bay Airport,37.51333333,-122.50111111
12068,HAO,Butler County Regional Hogan Field,39.36388889,-84.52194444
12070,HAR,Capital City,40.21722222,-76.85138889
12074,HAY,Haycock Airport,65.20277778,-161.15277778
12076,HBC,Hanus Bay Airport,57.41666667,-135.03333333
12078,HBG,Hattiesburg Bobby L. Chain Municipal,31.265,-89.25277778
12079,HBH,Hobart Bay Airport,57.4,-133.46666667
12083,HBV,Jim Hogg County,27.34944444,-98.73694444
12084,HBY,Hood Bay Airport,57.38194444,-134.39527778
12085,HCA,Howard County,32.30361111,-101.43388889
12086,HCB,Shoal Cove Airport,55.45,-131.28333333
12087,HCR,Holy Cross Airport,62.18833333,-159.775
12088,HDA,Hidden Falls Airport,57.21666667,-134.88333333
12092,HDH,Dillingham,21.57944444,-158.19722222
12094,HDN,Yampa Valley,40.48111111,-107.21777778
12098,HED,Herendeen Bay,55.80138889,-160.89916667
12103,HES,Hermiston Municipal,45.82833333,-119.25916667
12106,HEZ,Hardy-Anders Field Natchez-Adams County,31.61361111,-91.29722222
12108,HFD,Hartford Brainard,41.73666667,-72.64944444
12110,HFF,Mackall AAF,35.03666667,-79.4975
12119,HGR,Hagerstown Regional-Richard A. Henson Field,39.70861111,-77.72638889
12122,HGZ,Hogatza Airport,66.19166667,-155.66888889
12124,HHH,Hilton Head Airport,32.22444444,-80.6975
12127,HHR,Jack Northrop Field/Hawthorne Municipal,33.92277778,-118.335
12128,KS3,Hiawatha Municipal,39.87916667,-95.52527778
12129,HIB,Range Regional,47.38666667,-92.83888889
12130,HIE,Mount Washington Regional,44.3675,-71.54583333
12131,HIF,Hill AFB,41.12388889,-111.97305556
12132,HII,Lake Havasu City Airport,34.57111111,-114.35833333
12134,HIK,Daniel K Inouye International,21.31777778,-157.92027778
12136,HIO,Portland Hillsboro,45.54222222,-122.95055556
12140,HKA,Blytheville Municipal,35.94055556,-89.83083333
12141,HKB,Healy River,63.8675,-148.96888889
12146,HKP,Kaanapali Airport,20.94583333,-156.69305556
12147,HKS,Hawkins Field,32.33472222,-90.2225
12149,HKY,Hickory Regional,35.74,-81.38833333
12153,HLG,Wheeling Ohio County,40.17666667,-80.64611111
12154,HLI,Hollister Municipal,36.89333333,-121.41027778
